players_id,year,team,league,G,AB,R,H,HR,RBI,SB,CS,BB,SO
004a006c7b28,2017,SLN,NL,8,0,0,0,0,0,0,0,0,0
004a006c7b28,2018,MIA,NL,6,12,0,0,0,0,0,0,1,8
004b2ee544da,1976,BAL,AL,11,32,2,7,1,4,2,1,0,4
004b2ee544da,1977,BAL,AL,65,131,20,29,2,10,2,3,6,31
004b2ee544da,1978,BAL,AL,79,186,17,49,0,13,7,1,7,43
004b2ee544da,1979,BAL,AL,126,417,54,103,5,24,11,9,32,87
004b2ee544da,1980,BAL,AL,111,311,27,62,1,27,8,4,24,57
004b2ee544da,1981,HOU,NL,48,136,9,37,0,15,2,2,10,16
004b2ee544da,1982,HOU,NL,34,76,5,16,1,5,1,0,3,15
004b2ee544da,1983,PHI,NL,84,118,22,34,2,9,1,2,9,20
004b2ee544da,1984,PHI,NL,57,60,6,14,0,5,0,0,4,11
004b2ee544da,1985,PHI,NL,4,3,0,0,0,0,0,0,0,1
004c90ee497c,2015,MIA,NL,25,0,0,0,0,0,0,0,0,0
004c90ee497c,2016,MIA,NL,75,1,0,0,0,0,0,0,0,1
004c90ee497c,2017,MIA,NL,66,1,0,0,0,0,0,0,0,1
004c90ee497c,2018,MIA,NL,61,0,0,0,0,0,0,0,0,0
004d8cb6d80b,1912,DET,AL,1,3,0,0,0,0,0,,0,
00524f43ce6b,1946,BOS,AL,15,41,0,4,0,1,0,0,3,5
00544aa9bee3,2016,SDN,NL,4,0,0,0,0,0,0,0,0,0
005909d3fe57,1998,SLN,NL,45,114,10,29,1,11,2,0,5,9
005909d3fe57,1999,SLN,NL,88,220,24,61,1,19,1,3,15,24
005909d3fe57,2000,SLN,NL,118,323,50,102,5,39,4,4,16,26
005909d3fe57,2001,SLN,NL,144,564,87,173,3,38,12,3,25,43
005909d3fe57,2002,SLN,NL,94,342,47,97,5,27,3,1,12,27
005909d3fe57,2002,PHI,NL,53,206,28,61,4,22,2,2,14,14
005909d3fe57,2003,PHI,NL,122,492,87,142,14,63,14,2,42,38
005909d3fe57,2004,PHI,NL,126,503,74,150,17,55,7,4,27,39
005909d3fe57,2005,PHI,NL,43,158,26,50,3,20,0,0,12,9
005909d3fe57,2005,DET,AL,86,343,58,116,6,36,4,3,21,16
005909d3fe57,2006,DET,AL,110,461,58,136,4,52,1,2,17,27
005909d3fe57,2007,DET,AL,142,587,105,200,9,67,7,3,37,30
005909d3fe57,2008,DET,AL,141,580,90,178,8,58,7,1,35,43
005909d3fe57,2009,DET,AL,153,618,82,176,10,72,7,2,36,46
005909d3fe57,2010,PHI,NL,132,554,76,165,6,52,5,0,32,47
005909d3fe57,2011,PHI,NL,122,469,46,130,5,50,3,0,42,44
005909d3fe57,2012,PHI,NL,90,303,28,78,2,19,0,0,18,25
005909d3fe57,2013,MIA,NL,118,377,33,98,1,23,2,0,23,31
005b6450c931,1934,CHA,AL,3,6,2,2,0,0,0,0,0,0
005d1523b182,2016,SLN,NL,10,13,1,2,0,1,0,0,0,2
005d1523b182,2017,SLN,NL,34,69,5,12,0,6,0,0,5,11
005d1523b182,2018,SLN,NL,19,35,1,4,0,3,0,0,3,7
0060039ec26f,1993,SFN,NL,11,16,1,5,1,4,0,0,0,5
0060039ec26f,1994,SFN,NL,15,38,1,5,1,3,1,0,1,13
0060039ec26f,1995,SFN,NL,92,231,27,45,9,28,1,1,19,69
0060039ec26f,1996,SFN,NL,15,25,3,5,2,5,0,0,1,13
0060039ec26f,1996,PHI,NL,35,79,9,12,5,10,0,0,10,38
0060039ec26f,1997,HOU,NL,13,15,2,2,1,4,0,0,0,7
0060039ec26f,1998,HOU,NL,36,58,4,11,2,9,0,0,7,22
0060039ec26f,1999,COL,NL,25,39,5,9,2,4,0,0,0,13
006098a0938f,1959,SLN,NL,31,34,4,4,2,4,0,0,0,17
006098a0938f,1959,NYA,AL,15,2,1,1,0,1,0,0,0,1
0063035826ab,1922,CLE,AL,29,24,1,4,0,1,0,0,0,6
0063035826ab,1924,CLE,AL,3,3,0,0,0,0,0,0,0,0
0063035826ab,1929,SLN,NL,2,5,0,1,0,0,0,,0,0
0063035826ab,1930,SLN,NL,39,28,2,8,0,4,0,,0,7
0063035826ab,1931,SLN,NL,35,9,1,1,0,0,0,,1,4
0063035826ab,1932,SLN,NL,33,21,1,3,0,1,0,,0,4
0063035826ab,1933,SLN,NL,1,0,0,0,0,0,0,0,0,0
0063035826ab,1934,CIN,NL,4,0,0,0,0,0,0,0,0,0
0063035826ab,1934,SLN,NL,11,1,0,0,0,0,0,,0,0
0063035826ab,1937,BRO,NL,20,6,1,1,0,0,0,,0,2
00670aed4f36,1875,WS6,NA,11,40,1,7,0,4,0,1,1,2
00670aed4f36,1884,WIL,UA,9,30,0,3,0,,,,0,
0068804ada87,1872,TRO,NA,9,47,14,20,3,18,1,0,0,0
0068804ada87,1872,BR1,NA,18,71,5,13,0,6,2,2,0,3
0068804ada87,1873,NY2,NA,53,225,41,60,1,24,1,0,6,4
0068804ada87,1874,PH1,NA,54,222,49,61,1,34,2,2,7,11
0068804ada87,1875,NY2,NA,68,267,30,55,0,17,2,3,0,8
006a9fe78b82,2017,NYN,NL,46,165,16,41,4,10,7,3,3,49
006a9fe78b82,2018,NYN,NL,154,554,76,142,9,51,24,11,29,119
006b521dafa7,1984,HOU,NL,108,344,38,73,9,34,0,1,53,71
006b521dafa7,1985,HOU,NL,114,332,47,88,10,45,0,2,67,70
006b521dafa7,1986,HOU,NL,57,153,9,27,4,15,1,1,28,45
006b521dafa7,1987,HOU,NL,35,64,5,13,0,3,1,0,10,21
006b521dafa7,1988,HOU,NL,8,23,1,3,0,0,0,1,5,6
006b521dafa7,1990,SFN,NL,5,7,1,1,1,3,0,0,0,2
006b521dafa7,1992,SFN,NL,13,26,0,4,0,1,0,0,3,7
006da4e1e72d,2012,ARI,NL,30,68,1,13,0,7,0,0,5,6
006da4e1e72d,2013,HOU,AL,52,120,16,29,2,6,1,6,13,20
006da4e1e72d,2014,CIN,NL,5,11,0,2,0,0,0,0,1,4
006da4e1e72d,2015,TBA,AL,51,141,10,29,2,16,1,1,12,25
006da4e1e72d,2016,MIL,NL,59,78,7,17,0,4,2,3,17,17
006e32e917f8,1925,WS1,AL,10,7,1,1,0,0,0,0,0,3
006e32e917f8,1926,SLA,AL,43,42,3,2,1,2,0,0,5,18
006e32e917f8,1927,SLA,AL,21,28,1,1,0,0,0,0,1,8
006e32e917f8,1929,BRO,NL,25,16,1,1,0,0,0,,0,7
00738ec12c44,1893,CIN,NL,4,10,1,3,0,1,0,,1,0
007534d31c67,1924,BSN,NL,3,3,0,0,0,0,0,0,0,2
007534d31c67,1929,DET,AL,68,221,24,52,2,21,0,1,20,16
007534d31c67,1931,PIT,NL,106,353,30,82,7,44,1,,41,49
007534d31c67,1932,NYA,AL,9,31,4,9,2,4,1,0,2,3
007534d31c67,1934,WS1,AL,56,169,6,33,2,16,1,0,26,24
007534d31c67,1935,CLE,AL,70,220,18,60,1,41,0,0,15,21
00771b94d9b3,1978,CIN,NL,17,30,3,2,0,1,0,0,0,17
00771b94d9b3,1979,CIN,NL,35,70,3,9,0,0,0,0,3,25
00771b94d9b3,1980,CIN,NL,34,55,2,5,0,1,0,0,1,23
00771b94d9b3,1981,CIN,NL,20,19,0,0,0,0,0,0,0,8
00771b94d9b3,1982,HOU,NL,41,24,2,6,0,0,0,0,1,8
00771b94d9b3,1983,HOU,NL,38,35,1,3,0,1,0,0,1,12
00771b94d9b3,1984,HOU,NL,39,31,1,4,0,1,0,0,0,16
00771b94d9b3,1985,KCA,AL,21,0,0,0,0,0,0,0,0,0
00771b94d9b3,1986,SFN,NL,37,61,8,14,2,9,0,0,3,24
00771b94d9b3,1987,SFN,NL,39,50,2,3,0,3,0,0,2,16
00771b94d9b3,1988,SFN,NL,19,33,3,8,0,2,0,0,2,13
00771b94d9b3,1989,SFN,NL,45,41,1,3,0,1,0,0,4,16
00771b94d9b3,1990,SFN,NL,13,23,2,1,0,0,0,0,0,10
00771b94d9b3,1991,SFN,NL,18,9,2,2,0,0,0,0,1,6
007caf1a728e,1926,BSN,NL,34,30,3,3,0,1,0,,2,8
007caf1a728e,1927,BSN,NL,8,5,0,2,0,0,0,,0,0
007caf1a728e,1928,BSN,NL,7,1,0,0,0,0,0,,0,0
007caf1a728e,1929,BSN,NL,10,2,1,0,0,0,0,,1,2
008335873d37,2015,ATL,NL,21,29,0,4,0,1,0,0,2,6
008335873d37,2016,ATL,NL,29,46,2,7,0,2,0,0,1,21
008335873d37,2017,ATL,NL,20,2,0,0,0,0,0,0,0,0
008335873d37,2018,ATL,NL,7,8,0,0,0,0,0,0,0,4
008335873d37,2018,CIN,NL,11,0,0,0,0,0,0,0,0,0
0083b58b77c4,2018,TBA,AL,63,169,20,36,6,14,4,0,7,58
0083b58b77c4,2018,MIN,AL,21,52,8,13,3,7,0,0,0,14
0083f347ca9a,2003,HOU,NL,24,32,5,6,0,0,1,0,1,17
0083f347ca9a,2004,SLN,NL,23,35,3,11,1,2,0,0,0,13
0083f620be09,1964,KC1,AL,5,5,1,0,0,0,0,0,1,4
0083f620be09,1965,KC1,AL,1,0,0,0,0,0,0,0,0,0
0083f620be09,1966,KC1,AL,17,31,1,3,0,2,0,0,3,16
0083f620be09,1967,KC1,AL,33,28,4,8,0,0,0,1,1,14
0083f620be09,1968,OAK,AL,42,78,14,17,1,2,0,0,6,29
0083f620be09,1969,OAK,AL,43,79,15,21,5,16,0,0,2,24
0083f620be09,1970,OAK,AL,37,54,8,13,3,7,1,0,3,18
0083f620be09,1971,OAK,AL,37,50,8,8,1,1,0,0,2,24
0083f620be09,1972,OAK,AL,59,66,16,8,2,2,4,2,1,29
0083f620be09,1973,OAK,AL,51,1,5,0,0,0,1,2,0,0
0083f620be09,1974,OAK,AL,43,0,3,0,0,0,0,0,0,0
0083f620be09,1975,OAK,AL,8,0,1,0,0,0,0,0,0,0
0083f620be09,1975,CLE,AL,3,0,0,0,0,0,0,0,0,0
0083f620be09,1975,ATL,NL,15,13,0,1,0,1,0,0,0,5
0083f620be09,1976,CHA,AL,8,0,0,0,0,0,0,0,0,0
008795bf6b06,1991,HOU,NL,156,554,79,163,15,82,7,4,75,116
008795bf6b06,1992,HOU,NL,162,586,87,160,18,96,10,6,84,97
008795bf6b06,1993,HOU,NL,142,535,76,171,20,88,13,4,62,73
008795bf6b06,1994,HOU,NL,110,400,104,147,39,116,15,4,65,65
008795bf6b06,1995,HOU,NL,114,448,88,130,21,87,12,5,79,102
008795bf6b06,1996,HOU,NL,162,568,111,179,31,120,21,7,135,114
008795bf6b06,1997,HOU,NL,162,566,109,162,43,135,31,10,127,122
008795bf6b06,1998,HOU,NL,147,540,124,164,34,111,19,7,109,90
008795bf6b06,1999,HOU,NL,162,562,143,171,42,126,30,11,149,127
008795bf6b06,2000,HOU,NL,159,590,152,183,47,132,9,6,107,116
008795bf6b06,2001,HOU,NL,161,600,126,173,39,130,11,3,106,135
008795bf6b06,2002,HOU,NL,158,571,94,166,31,98,7,3,101,130
008795bf6b06,2003,HOU,NL,160,605,109,168,39,100,11,4,88,119
008795bf6b06,2004,HOU,NL,156,572,104,152,27,89,6,4,96,131
008795bf6b06,2005,HOU,NL,39,100,11,25,3,19,0,0,18,21
0087e75b87c1,1997,OAK,AL,78,236,47,62,4,14,13,8,36,49
0087e75b87c1,1998,OAK,AL,70,175,25,44,1,16,10,4,27,33
0087e75b87c1,1999,OAK,AL,100,187,26,39,3,8,6,3,25,48
0087e75b87c1,2000,TEX,AL,38,94,15,22,3,13,4,4,17,25
008a98270fa7,2007,MIL,NL,9,3,0,0,0,0,4,0,0,0
9331443784,1932,PHA,AL,4,3,0,0,0,0,0,0,2,2
9331443784,1933,PHA,AL,3,3,1,1,0,0,0,0,0,1
9331443784,1934,PHA,AL,3,1,0,0,0,0,0,0,0,0
00938e2e12f9,2011,DET,AL,4,0,0,0,0,0,0,0,0,0
00938e2e12f9,2012,DET,AL,13,1,0,0,0,0,0,0,0,0
009568d14463,2012,CIN,NL,1,0,0,0,0,0,0,0,0,0
009568d14463,2013,CIN,NL,2,1,0,0,0,0,0,0,0,0
009568d14463,2014,CIN,NL,12,2,0,1,0,0,0,0,0,1
009568d14463,2015,CIN,NL,29,6,0,1,0,2,0,0,0,3
00982c74320f,2016,KCA,AL,13,0,0,0,0,0,0,0,0,0
00982c74320f,2017,LAA,AL,11,0,0,0,0,0,0,0,0,0
00982c74320f,2018,COL,NL,14,0,0,0,0,0,0,0,0,0
009d620af236,1948,CLE,AL,6,3,1,2,0,0,0,0,1,0
009d620af236,1948,SLA,AL,26,44,5,11,0,4,0,0,3,4
009d620af236,1949,SLA,AL,48,40,3,6,0,1,0,0,3,12
009d620af236,1950,SLA,AL,1,0,0,0,0,0,0,0,0,0
009d620af236,1951,SLA,AL,19,16,0,2,0,1,0,0,0,8
009d620af236,1952,CHA,AL,47,13,0,3,0,0,0,0,0,5
009d620af236,1953,BOS,AL,16,2,0,1,0,0,0,0,0,1
009d620af236,1956,CIN,NL,1,0,0,0,0,0,0,0,0,0
009d620af236,1957,CIN,NL,8,2,0,0,0,0,0,0,1,1
00a152ea7b27,1942,CHN,NL,47,118,6,27,0,7,0,,11,13
00a152ea7b27,1943,CHN,NL,43,126,10,34,0,9,0,,9,9
00acd37951c4,1934,PHI,NL,10,25,6,3,0,3,0,,7,5
00acd37951c4,1934,CHA,AL,67,210,22,45,2,28,0,3,42,26
00acd37951c4,1935,CHA,AL,59,144,20,32,2,17,1,0,36,23
00ad6c6319e8,1999,HOU,NL,34,93,10,22,4,15,5,1,12,21
00ad6c6319e8,2000,HOU,NL,114,353,76,105,21,67,6,2,56,73
00ad6c6319e8,2001,HOU,NL,156,577,110,191,34,126,7,9,92,121
00ad6c6319e8,2002,HOU,NL,158,578,106,169,42,128,8,4,107,118
00ad6c6319e8,2003,HOU,NL,153,538,110,155,25,93,5,3,107,108
00ad6c6319e8,2004,HOU,NL,160,544,104,172,30,106,9,7,127,101
00ad6c6319e8,2005,HOU,NL,132,468,76,137,24,82,4,1,91,72
00ad6c6319e8,2006,HOU,NL,152,536,95,169,45,136,3,2,98,106
00ad6c6319e8,2007,HOU,NL,153,561,95,156,34,102,7,3,94,125
00ad6c6319e8,2008,HOU,NL,159,554,114,173,29,106,18,4,99,108
00ad6c6319e8,2009,HOU,NL,136,460,73,126,25,80,7,4,97,98
00ad6c6319e8,2010,HOU,NL,85,298,39,73,13,49,3,2,60,70
00ad6c6319e8,2010,NYA,AL,37,106,9,27,1,9,0,0,17,15
00ad6c6319e8,2011,SLN,NL,145,488,90,147,31,94,2,6,92,93
00ad6c6319e8,2012,SLN,NL,32,81,12,21,2,7,2,0,14,19
00ad6c6319e8,2013,TEX,AL,73,256,27,62,6,34,0,0,38,52
00ae4a33d71b,2017,NYA,AL,9,18,2,0,0,0,0,0,2,6
00ae4a33d71b,2018,NYA,AL,29,72,6,12,3,6,0,0,6,16
00af4f7fb3a2,1965,HOU,NL,4,4,0,0,0,0,0,0,0,4
00afdbfa1490,1996,SFN,NL,33,77,10,18,3,10,0,1,12,24
00afdbfa1490,1997,SFN,NL,16,25,3,4,0,3,0,0,3,4
00afdbfa1490,1998,SFN,NL,3,3,0,0,0,0,0,0,0,2
00afdbfa1490,1998,CLE,AL,1,1,0,0,0,0,0,0,0,1
00afdbfa1490,1999,CLE,AL,32,88,14,29,3,17,0,2,5,13
00afdbfa1490,2000,CLE,AL,11,29,3,7,0,5,1,0,5,4
00afdbfa1490,2001,CLE,AL,28,68,12,15,3,11,0,2,5,23
00afdbfa1490,2001,COL,NL,44,76,7,16,1,7,0,2,10,27
00afdbfa1490,2002,DET,AL,35,88,12,24,2,6,3,1,13,20
00afdbfa1490,2004,CIN,NL,96,147,22,33,3,28,0,0,16,43
00afdbfa1490,2005,CIN,NL,110,127,12,30,4,18,0,0,16,46
00b41f242a71,1922,BRO,NL,1,0,0,0,0,0,0,0,0,0
00b41f242a71,1923,BRO,NL,9,2,0,0,0,1,0,0,0,1
00b41f242a71,1945,NYA,AL,2,1,0,0,0,0,0,0,0,1
00b497d0eb78,2005,COL,NL,3,5,0,1,0,0,0,0,0,0
00b83bc12664,1958,SFN,NL,122,418,48,108,14,56,3,2,43,69
00b83bc12664,1959,SFN,NL,126,463,64,126,22,68,5,3,42,84
00b83bc12664,1960,SFN,NL,146,515,59,130,21,65,12,7,44,86
00b83bc12664,1961,CLE,AL,146,525,84,136,27,95,7,0,48,77
00b83bc12664,1962,CLE,AL,137,419,56,84,21,72,9,1,43,62
00b83bc12664,1963,CLE,AL,127,427,51,98,15,47,8,2,45,99
00b83bc12664,1964,BAL,AL,66,150,14,30,3,22,3,2,17,26
00b83bc12664,1964,WS2,AL,32,102,8,22,5,13,0,0,6,30
00b83bc12664,1965,WS2,AL,123,312,38,72,14,54,3,2,19,65
00b83bc12664,1966,WS2,AL,124,163,21,31,6,17,2,0,16,50
00b9254b0523,2006,MIL,NL,32,77,5,20,0,4,3,1,2,15
00b9254b0523,2007,MIL,NL,69,123,13,32,0,10,8,1,12,24
00b9254b0523,2008,MIL,NL,29,42,5,8,0,1,3,1,4,7
00b9254b0523,2009,SDN,NL,119,393,59,106,2,21,11,7,48,65
00b9254b0523,2010,SDN,NL,117,289,30,59,3,20,17,4,41,50
00b9254b0523,2011,LAN,NL,136,312,37,80,2,22,22,6,23,61
00b9254b0523,2012,LAN,NL,103,259,29,60,0,17,13,6,16,52
00b9254b0523,2014,PHI,NL,80,105,14,16,0,3,3,0,15,23
00b95a4f95d9,1949,SLN,NL,20,33,8,11,0,2,0,,7,3
00b95a4f95d9,1950,SLN,NL,11,15,1,2,0,0,0,,2,4
00b95a4f95d9,1951,SLN,NL,120,420,68,118,2,32,7,7,75,31
00b95a4f95d9,1952,SLN,NL,151,570,105,153,15,52,1,5,96,55
00b95a4f95d9,1953,SLN,NL,154,585,110,163,14,61,2,1,86,40
00b95a4f95d9,1954,SLN,NL,124,214,43,65,2,27,5,1,55,27
00b95a4f95d9,1955,SLN,NL,96,206,36,50,5,21,1,1,27,22
00b95a4f95d9,1956,SLN,NL,8,5,1,1,0,2,0,0,1,1
00b95a4f95d9,1956,PHI,NL,78,187,24,54,5,24,1,1,28,21
00b95a4f95d9,1957,PHI,NL,70,108,8,20,0,5,1,1,20,8
00b95a4f95d9,1958,PHI,NL,105,334,53,95,8,36,3,1,51,34
00b95a4f95d9,1959,SLN,NL,24,17,2,4,0,1,0,0,8,2
00b96162b020,1985,CHN,NL,6,1,0,0,0,0,0,0,0,1
00b96162b020,1987,SFN,NL,10,0,0,0,0,0,0,0,0,0
00b96162b020,1988,CLE,AL,10,0,0,0,0,0,0,0,0,0
00b9e35eed1b,2014,ATL,NL,15,0,0,0,0,0,0,0,0,0
00b9e35eed1b,2015,NYA,AL,59,0,0,0,0,0,0,0,0,0
00b9e35eed1b,2016,NYA,AL,37,0,0,0,0,0,0,0,0,0
00b9e35eed1b,2017,NYA,AL,44,2,0,0,0,0,0,0,0,1
00b9e35eed1b,2018,NYA,AL,40,0,0,0,0,0,0,0,0,0
00b9e35eed1b,2018,SLN,NL,20,1,0,0,0,0,0,0,0,1
00bad9990e0e,2000,DET,AL,3,5,0,0,0,1,0,0,0,1
00bad9990e0e,2001,DET,AL,17,66,4,10,1,6,0,1,3,21
00bad9990e0e,2002,DET,AL,18,59,3,11,2,5,0,0,6,11
00bad9990e0e,2003,DET,AL,99,313,28,75,18,50,3,0,35,61
00bad9990e0e,2004,DET,AL,109,321,36,68,19,49,1,1,29,90
00bad9990e0e,2005,TBA,AL,11,18,2,3,0,2,0,0,4,3
00bad9990e0e,2006,HOU,NL,53,141,10,28,5,19,0,0,11,32
00bad9990e0e,2007,HOU,NL,50,132,14,31,4,15,0,0,16,15
00bad9990e0e,2009,OAK,AL,1,1,0,0,0,0,0,0,0,0
00bfcda00532,1947,WS1,AL,7,26,2,4,0,0,0,0,2,2
00c014b237eb,2012,OAK,AL,19,0,0,0,0,0,0,0,0,0
00c014b237eb,2013,OAK,AL,5,0,0,0,0,0,0,0,0,0
00c014b237eb,2014,TEX,AL,10,0,0,0,0,0,0,0,0,0
00c256a1625e,1946,CHN,NL,8,1,0,0,0,0,0,,0,0
00c3f7595ba0,1919,WS1,AL,4,10,0,2,0,3,0,,0,3
00c3f7595ba0,1920,WS1,AL,37,69,11,16,1,12,0,0,4,18
00c3f7595ba0,1921,WS1,AL,32,47,5,14,0,5,0,0,0,4
00c3f7595ba0,1922,WS1,AL,5,4,0,0,0,0,0,0,0,1
00c3f7595ba0,1922,CHA,AL,18,33,3,9,0,3,0,0,3,2
00cc77b2b990,1998,NYA,AL,8,15,1,4,0,0,0,0,0,1
00cc77b2b990,1999,FLO,NL,97,308,32,78,12,47,0,0,26,69
00cc77b2b990,2000,FLO,NL,140,508,73,137,22,91,4,0,54,75
00cc77b2b990,2001,FLO,NL,146,551,65,156,18,100,1,2,43,79
00cc77b2b990,2002,FLO,NL,160,597,88,165,24,92,4,3,65,92
00cc77b2b990,2003,FLO,NL,130,492,76,136,32,105,3,1,56,78
00cc77b2b990,2004,FLO,NL,158,598,87,175,27,85,5,1,64,77
00cc77b2b990,2005,FLO,NL,150,500,56,118,8,58,4,0,46,58
00cc77b2b990,2006,BOS,AL,153,573,79,163,20,80,2,2,47,61
00cc77b2b990,2007,BOS,AL,154,589,79,191,21,120,3,2,53,71
00cc77b2b990,2008,BOS,AL,113,419,58,115,17,73,2,2,38,61
00cc77b2b990,2009,BOS,AL,119,445,54,129,17,75,2,1,33,61
00cc77b2b990,2010,BOS,AL,73,218,23,52,5,26,0,0,23,34
00cd348b4a82,1942,SLA,AL,19,21,0,3,0,0,0,0,1,4
00cd348b4a82,1946,SLA,AL,34,24,1,4,0,0,0,0,1,9
00cd4184aa9d,1971,SFN,NL,17,4,0,0,0,0,0,0,0,1
00cd4184aa9d,1972,SFN,NL,44,49,4,9,0,2,0,0,0,10
